,initial_request,binary_label
2382,What are some healthy meal options for breakfast?,0
2383,What does recent research say about the relationship between social media usage and mental health?,0
2384,"What are the potential benefits and risks associated with using AI for medical diagnosis, and how can they be managed effectively?",0
2385,What recent research has been conducted on the correlation between social media usage and mental health problems in teenagers?,0
2386,Can you provide data on the rise in sea levels and the number of people affected by coastal erosion due to climate change?,0
2387,Which Ivy League schools have the lowest acceptance rates for 2022?,0
2388,How has the cryptocurrency market been performing over the past year and what are some key factors to consider before investing?,0
2389,How do solar and wind energy compare in terms of efficiency and environmental impact?,0
2390,"Could you list the most reputable free online platforms offering courses in coding languages like Python, Java, and JavaScript?",0
2391,What are some popular vegan dinner recipes that I can easily make at home?,0
2392,What are the most recent studies on successful reforestation methods worldwide?,0
2393,Can you share a resource that teaches the rule of thirds and other composition techniques for portrait photography?,0
2394,Can you provide a summary of recent research articles on the effects of social media on adolescent anxiety and depression?,0
2395,What are the most effective strategies to use on Instagram for increasing brand awareness?,0
2396,How does climate change increase the vulnerability of regions to water scarcity?,0
2397,What are the key nutrient deficiencies in a vegan diet and how can they be addressed?,0
2398,Can you provide instructions on crafting a simple wooden chair?,0
2399,What are the most effective poverty reduction strategies that countries have implemented?,0
2400,Can you list 5 vegetarian dinner recipes that are easy to make?,0
2401,What were the key events that led to the outbreak of the American Civil War?,0
2402,What were the main factors that led to the start of World War II?,0
2403,What are the differences between strength training and cardiovascular exercises and in which ways can they complement each other?,0
2404,Could you provide a list of stocks that have shown a consistent upward trend over the past 5 years?,0
